# GREAT version 4.0.4	Species assembly: hg38	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
peak0	PDZD8 (+33125), SLC18A2 (+101249)
peak5867	IYD (-113882), PPP1R14C (+111934)
peak5868	CTNNA1 (-90254), HSPA9 (-87725)
peak5869	SNRK (+60651), ANO10 (+274877)
peak5870	BCL7A (-28060), WDR66 (+73500)
peak5871	PRKAB2 (+88148), NBPF12 (+145652)
peak5872	DNAJC5B (-133525), PDE7A (-46083)
peak5873	ETV4 (-62091), MEOX1 (+53431)
peak5874	CCDC70 (+41015), ATP7B (+108498)
peak5875	TMEM168 (+7971), LSMEM1 (+301630)
peak5876	AGK (+34991), KIAA1147 (+115973)
peak5877	TTYH3 (-22857), IQCE (+50015)
peak5878	FOXS1 (-12879), DUSP15 (+12166)
peak5879	RSBN1 (-47277), PTPN22 (+12006)
peak5880	SMLR1 (-203136), TMEM200A (+187153)
peak5881	MAST4 (+247659), CD180 (+352779)
peak5882	STXBP5 (-354177), ADGB (+251391)
peak5883	GGT6 (-3015)
peak5884	TBC1D14 (+32713), CCDC96 (+100381)
peak5885	OPRK1 (-113879), ATP6V1H (+477686)
peak5886	DRC3 (+18258), ATPAF2 (+48025)
peak5887	CENPO (-271551), NCOA1 (+29662)
peak5888	APPL2 (-94667), NUAK1 (+809283)
peak5889	EGR2 (+4642), ADO (+6856)
peak5890	LEO1 (-34773), MAPK6 (-12622)
peak5891	GFI1 (-18308), EVI5 (+290142)
peak5892	TEX2 (-63534), PECAM1 (+64117)
peak5893	GADL1 (-350365), STT3B (-287660)
peak5894	PPP1R12A (-219251), OTOGL (-55004)
peak5895	FAM69A (+20626), RPL5 (+108849)
peak5896	CCDC167 (-47688), MDGA1 (+150380)
peak5897	STARD8 (-76070), YIPF6 (+73375)
peak5898	ISL1 (+60)
peak5899	MSX1 (-299840), STX18 (-17798)
peak5900	PIGL (+26738), CENPV (+109551)
peak5901	LRBA (+32762), MAB21L2 (+400813)
peak5902	ZNF521 (-375305), SS18 (+363168)
peak5903	PRR12 (+22584), RRAS (+25974)
peak5904	JARID2 (-186845), CD83 (+941810)
peak5905	PLA2G4A (+181627)
peak5906	TRDMT1 (-14974), VIM (-11603)
peak5907	ZBED5 (-60853), CSNK2A3 (+434431)
peak5908	STARD8 (-75841), YIPF6 (+73604)
peak5909	PHTF1 (-45482), RSBN1 (+7518)
peak5910	FCN2 (-111518), COL5A1 (+127520)
peak5911	FRYL (+40615), ZAR1 (+249432)
peak5912	SLC22A13 (-90957), OXSR1 (+9350)
peak5913	CADM1 (+286480), NXPE2 (+539699)
peak5914	SEMA4C (-153990), FAHD2B (+70878)
peak5915	DGAT2L6 (-3115)
peak5916	ZNF382 (+597)
peak5917	TENM3 (-224461)
peak5918	ZNF496 (-53224), NLRP3 (-33082)
peak5919	ID2 (-984617), RNF144A (+776836)
peak5920	STARD4 (+39695), CAMK4 (+248729)
peak5921	PAK1IP1 (-106831), GCNT2 (+59508)
peak5922	B3GNT3 (+8279), INSL3 (+18185)
peak5923	P2RY1 (-511698), MBNL1 (+54955)
peak5924	CBX2 (-31815), ENPP7 (+15398)
peak5925	TDRD1 (-78809), ADRB1 (+56405)
peak5926	SPTLC1 (-117854), IARS (+60470)
peak5927	FAM13A (-27702), TIGD2 (-26626)
peak5928	ST6GAL1 (+75551), RPL39L (+133487)
peak5929	NEK7 (+112697), ATP6V1G3 (+271014)
peak5930	DUSP16 (+50034), BORCS5 (+155228)
peak5931	NRBF2 (+88915), JMJD1C (+243676)
peak5932	BCL11B (+358360)
peak5933	HSPBAP1 (+34697), PARP14 (+78509)
peak5934	ALPK1 (+25726), NEUROG2 (+193103)
peak5935	UNC5A (-86823), TSPAN17 (+76267)
peak5936	ZNF516 (-192236), ZNF236 (-135181)
peak5937	NUAK2 (-18085), KLHDC8A (+17162)
peak5938	IFIT3 (+166)
peak5939	ST6GALNAC6 (-11732), ST6GALNAC4 (+5648)
peak5940	DPH5 (-152857), S1PR1 (-58259)
peak5941	MTFR1 (+72790), PDE7A (+124423)
peak5942	MYO6 (-137133), SENP6 (+10152)
peak5943	RBX1 (-48543), DNAJB7 (-40690)
peak5944	ATP11B (+85795), DCUN1D1 (+101348)
peak5945	RASAL2 (+169356), CLEC20A (+233442)
peak5946	COPS4 (-14972), LIN54 (-9424)
peak5947	MYB (+117177), AHI1 (+199253)
peak5948	INHBA (+223709)
peak5949	KLHDC4 (-45696), SLC7A5 (+57843)
peak5950	PPIA (-26661), ZMIZ2 (+21088)
peak5951	CYB5B (-27818), TERF2 (-10789)
peak5952	PRKCB (-8770), CHP2 (+72627)
peak5953	CSGALNACT1 (-117279), INTS10 (-97366)
peak5954	FAM208B (+36981), GDI2 (+91730)
peak5955	RNF144A (+755131)
peak5956	KLHL8 (+76157), AFF1 (+209449)
peak5957	C19orf66 (-17701), RDH8 (+55180)
peak5958	MEF2A (-61155), LRRC28 (+253570)
peak5959	PDZD2 (-65724), C5orf22 (+41420)
peak5960	MCF2L2 (+71112), B3GNT5 (+103919)
peak5961	HTR1F (-492005), POU1F1 (-222187)
peak5962	SATB2 (-247614), FTCDNL1 (+145410)
peak5963	WWC1 (-42861), TENM2 (+494286)
peak5964	KCNC2 (+319461), ATXN7L3B (+352580)
peak5965	NFATC2 (-173265), ATP9A (+52650)
peak5966	ORC3 (+28615), AKIRIN2 (+83459)
peak5967	SERPINB8 (-18427), HMSD (+2197)
peak5968	GNRH2 (-28874), PTPRA (+150564)
peak5969	JARID2 (-187414), CD83 (+941241)
peak5970	GSG1L (-105692), XPO6 (+42668)
peak5971	SH2D1A (+48986), TENM1 (+568487)
peak5972	CLIC4 (-17750), SRRM1 (+84595)
peak5973	CD58 (-37985), IGSF3 (+58731)
peak5974	HPGDS (+3844), SMARCAD1 (+131421)
peak5975	DFNA5 (+610)
peak5976	CIB3 (+4503), HSH2D (+34994)
peak5977	DMRT2 (-45133), DMRT3 (+28257)
peak5978	DNAAF2 (-44211), POLE2 (+8862)
peak5979	GADD45G (+51531), DIRAS2 (+986561)
peak5980	KCNA3 (-112012), CD53 (-86109)
peak5981	AP4S1 (-60560), COCH (+90532)
peak5982	LGALS3 (+28276), DLGAP5 (+34358)
peak5983	GATA3 (+99982)
peak5984	TMEM170B (-246384), NEDD9 (-59212)
peak5985	ASB13 (+37068), CALML3 (+105501)
peak5986	LAPTM5 (-65628), SDC3 (+85313)
peak5987	ANKRD12 (-15796), NDUFV2 (+18351)
peak5988	LY6H (-30564), GPIHBP1 (-21918)
peak5989	IL17C (-18472), ZC3H18 (+49718)
peak5990	DHX9 (+5661), SHCBP1L (+108340)
peak5991	EXOC3 (+15870), SLC9A3 (+65304)
peak5992	SMIM8 (-124905), ZNF292 (+42134)
peak5993	MAGI3 (-914)
peak5994	SUMF1 (+57579), SETMAR (+106398)
peak5995	DNAJC18 (-7903), ECSCR (+15314)
peak5996	APPL2 (-101636), NUAK1 (+802314)
peak5997	ZFHX4 (-3033)
peak5998	SLC45A1 (+112848), RERE (+386791)
peak5999	NDUFA4 (+905122)
peak6000	CTTNBP2 (+141931), CFTR (+251613)
peak6001	LTBP1 (-258301), TTC27 (+60609)
peak6002	MIS18BP1 (-37385)
peak6003	REV1 (-272887), AFF3 (+343206)
peak6004	GOLGA6L4 (-345613), ADAMTSL3 (+236074)
peak6005	TGM3 (-177056), STK35 (+17334)
peak6006	BCL11B (+859843)
peak6007	FANCL (+16097), VRK2 (+317602)
peak6008	SIM1 (-255621), ASCC3 (+160814)
peak6009	CYP51A1 (+76296), AKAP9 (+117367)
peak6010	CCND2 (-204485), PARP11 (-195913)
peak6011	GRAMD1C (-35156), ATP6V1A (+56243)
peak6012	EMC2 (+37065), TMEM74 (+306926)
peak6013	PPP1R12B (+99640), SYT2 (+195114)
peak6014	IGF1 (-254699), PAH (+182304)
peak6015	PREP (-364684), PRDM1 (-318552)
peak6016	GATAD1 (-121428), ANKIB1 (+79791)
peak6017	POU3F2 (+45988), FBXL4 (+67346)
peak6018	SLC35D3 (-7057), PEX7 (+92622)
peak6019	ST8SIA2 (-104867), SLCO3A1 (+435266)
peak6020	CTAGE6 (-89228), TCAF1 (+55231)
peak6021	SLC24A2 (-636388), MLLT3 (+199227)
peak6022	B3GNT6 (-36677), ACER3 (+136848)
peak6023	ENSG00000240045 (-288020), PLCH1 (+94244)
peak6024	MKL2 (+122122), PARN (+436823)
peak6025	FYB2 (+44969), PRKAA2 (+129080)
peak6026	NR2E3 (-518635), THSD4 (+194967)
peak6027	ADAMTS16 (-114504)
peak6028	PLAC1 (-163201), MOSPD1 (+93583)
peak6029	KRTAP10-9 (-8002), KRTAP10-8 (+7042)
peak6030	SLC24A2 (-493763), MLLT3 (+341852)
peak6031	STIM2 (+44604)
peak6032	ABHD10 (-96115), PHLDB2 (+23740)
peak6033	FGF12 (+77077), PYDC2 (+870809)
peak6034	FAM19A5 (-994305), TBC1D22A (+732534)
peak6035	ZBTB20 (-976024), GAP43 (-263845)
peak6036	MRPS16 (-44386), CFAP70 (+61780)
peak6037	CISD2 (+27803), SLC9B1 (+122958)
peak6038	DCD (-117278), MUCL1 (-88766)
peak6039	CLNK (-388317), HS3ST1 (+356583)
peak6040	ZFP37 (-68879), SLC31A2 (-25375)
peak6041	PROX1 (-897787), RPS6KC1 (+38901)
peak6042	ADRB1 (-113301), NHLRC2 (+76094)
peak6043	TMSB4Y (+126747), VCY (+156199)
peak6044	FRMD6 (-232033), TMX1 (+179746)
peak6045	CFAP36 (-58796), CCDC88A (-41195)
peak6046	NRIP1 (-617367), USP25 (-47658)
peak6047	STRBP (+9254), GPR21 (+140529)
peak6048	FAM120A (-93931), C9orf129 (-11377)
peak6049	CHRM3 (-678173)
peak6050	ZNF169 (-70831), PTPDC1 (+104051)
peak6051	USP9Y (-107525)
peak6052	WDR5B (-67006), KPNA1 (+31871)
peak6053	ZNF22 (+56528), OR13A1 (+251865)
peak6054	ST3GAL1 (-967588), ZFAT (+173525)
peak6055	ADAD1 (-198442), KIAA1109 (+28238)
peak6056	ADAD1 (-51871), KIAA1109 (+174809)
peak6057	ATM (+26876), C11orf65 (+217793)
peak6058	CPN1 (-72968), ERLIN1 (+33489)
peak6059	SUCLG2 (+164806), KBTBD8 (+491497)
peak6060	FOXP1 (+593536)
peak6061	COX6C (+119173), VPS13B (+761623)
peak6062	GCNT4 (-3624)
peak6063	BBX (+274062), CD47 (+293976)
peak6064	RNF128 (-76605), CXorf57 (+38087)
peak6065	NONE
peak6066	PTPRF (-48373), HYI (-28678)
peak6067	GOSR1 (-39748), CPD (+58709)
peak6068	ASNS (+8005), TAC1 (+132629)
peak6069	B3GNT2 (-55178), COMMD1 (+235288)
peak6070	PKDCC (-346517)
peak6071	KIAA1328 (+14847), CELF4 (+722073)
peak6072	GSKIP (-22029), BDKRB1 (+85704)
peak6073	FER (-542029), EFNA5 (-534898)
peak6074	HTR5A (-42259), PAXIP1 (-24981)
peak6075	CCDC68 (-575309), TCF4 (+101210)
peak6076	ENOX1 (-48958), LACC1 (-43418)
peak6077	MNS1 (-72936), ZNF280D (+195516)
peak6078	TCF4 (-612739), TXNL1 (+389879)
peak6079	CYP26C1 (-122275), EXOC6 (+90469)
peak6080	TNFSF11 (-45626), AKAP11 (+256374)
peak6081	GON4L (+80702), DAP3 (+87535)
peak6082	IL12RB2 (-67454), IL23R (+73510)
peak6083	ACVR2A (-479651)
peak6084	MDFIC (+223515), TFEC (+885072)
peak6085	ACVR2A (-678733)
peak6086	MDFIC (+214081), TFEC (+894506)
peak6087	ADRA1B (-549493), IL12B (-36094)
peak6088	PNOC (-81993), ELP3 (+142301)
peak6089	CNOT4 (+64220), STRA8 (+213928)
peak6090	CDYL2 (+70574), DYNLRB2 (+193021)
peak6091	TTLL5 (+12176), TGFB3 (+307737)
peak6092	TEKT2 (-49156), AGO3 (+103841)
peak6093	GIMAP4 (+12910), GIMAP6 (+52461)
peak6094	PCM1 (+40580), ASAH1 (+121578)
peak6095	RGS18 (-983962), BRINP3 (-696613)
peak6096	FCGR1A (-196923), PPIAL4C (+1902)
peak6097	NOS2 (-204143), NLK (-37514)
peak6098	CDRT15L2 (+119253), USP22 (+344062)
peak6099	ARHGAP28 (-403764), L3MBTL4 (-63028)
peak6100	ATP5G3 (-383303)
peak6101	GPHN (-902749), FUT8 (+194066)
peak6102	PYGO1 (-92927), PRTG (+61105)
peak6103	STRC (-19978), CATSPER2 (+10070)
peak6104	TTBK2 (-62530), UBR1 (+123092)
peak6105	GRAMD2B (-823778), ZNF608 (-790929)
peak6106	GJB2 (-30086), GJB6 (+12529)
peak6107	UBE3A (+72356), SNURF (+411171)
peak6108	FSTL4 (-5788), C5orf15 (+350435)
peak6109	USP17L3 (-172326), PRAG1 (+236187)
peak6110	HERPUD2 (-80173), SEPT7 (-25731)
peak6111	EEPD1 (-261908), SEPT7 (+90202)
peak6112	CYP2A13 (-84888), CYP2B6 (+12285)
peak6113	PHTF1 (+156322), MAGI3 (+212195)
peak6114	FNIP1 (-57325), MEIKIN (+91356)
peak6115	DUS4L (-30012), GPR22 (+63886)
peak6116	EDN1 (-151776), HIVEP1 (+126249)
peak6117	EDN1 (-19372), HIVEP1 (+258653)
peak6118	PARD6G (+34184), ADNP2 (+104331)
peak6119	TOX (-493185), CA8 (+669019)
peak6120	LRRN3 (-209827)
peak6121	ACTG2 (-15505), STAMBP (+48483)
peak6122	PIAS1 (+7930), CALML4 (+143055)
peak6123	PPP1R21 (-34473), FOXN2 (+91614)
peak6124	RANBP6 (+38764), MLANA (+86052)
peak6125	KAT6B (+106661), DUPD1 (+125228)
peak6126	CAND1 (-368008), GRIP1 (-222300)
peak6127	CMC1 (-341062), EOMES (-178221)
peak6128	TGFBR2 (-358018), RBMS3 (+967237)
peak6129	ZEB1 (+139073), ARHGAP12 (+470562)
peak6130	KCNIP2 (-79884), C10orf76 (+132741)
peak6131	GRHPR (-276016), ZCCHC7 (+26052)
peak6132	HHLA2 (+26871), MYH15 (+199966)
peak6133	ADAM10 (+99672), LIPC (+218508)
peak6134	PAK3 (+7026), CAPN6 (+140420)
peak6135	SYTL5 (+62803), SRPX (+124562)
peak6136	FSBP (-48625), RAD54B (+18817)
peak6137	PPME1 (+61251), P4HA3 (+79067)
peak6138	MEF2C (-36920)
peak6139	ADGRA3 (-155155)
peak6140	PLAC1 (+69907), HPRT1 (+128423)
peak6141	SQLE (+22921), WASHC5 (+70413)
peak6142	POLA1 (+83844), ARX (+238185)
peak6143	ASPN (-52291), ECM2 (+1258)
peak6144	ERG (-78659), ETS2 (-64954)
peak6145	KIF20B (+424566), HTR7 (+731515)
peak6146	RAD51B (+55576), ZFP36L1 (+917885)
peak6147	LRFN2 (-201883), UNC5CL (+249869)
peak6148	KCNK16 (-150051), KIF6 (+252814)
peak6149	TMEM200C (-11331), L3MBTL4 (+460397)
peak6150	DUT (+102313), FBN1 (+212113)
peak6151	LMO7 (+363638), KCTD12 (+886094)
peak6152	ARPP19 (-19356), FAM214A (+62811)
peak6153	BTBD9 (-17221), GLO1 (+45996)
peak6154	HMHB1 (-254465), NR3C1 (-154007)
peak6155	CACNG5 (-229162), PRKCA (+303129)
peak6156	RCAN2 (-81994), CYP39A1 (+79430)
peak6157	CYSTM1 (+33067), PFDN1 (+95412)
peak6158	SYNE2 (+56128), ESR2 (+385249)
peak6159	LRRC8C (-80049), LRRC8B (+28169)
peak6160	SGIP1 (-319171), PDE4B (+422597)
peak6161	SYNE2 (+173891), ESR2 (+267486)
peak6162	MPP1 (-22255), SMIM9 (+4895)
peak6163	DLEC1 (+28454), ACAA1 (+69549)
peak6164	SFRP2 (-148452), DCHS2 (+453725)
peak6165	SH2D1A (-16664), STAG2 (+369161)
peak6166	TIGD2 (+159451), SNCA (+567364)
peak6167	CCNH (-814291), TMEM161B (+41520)
peak6168	NONE
peak6169	MYO18B (-143437), GRK3 (+33948)
peak6170	SLC5A1 (+51824), RFPL2 (+108621)
peak6171	EEA1 (-225922), NUDT4 (-222630)
peak6172	TBL1XR1 (+224662)
peak6173	STIM2 (-251259), TBC1D19 (+25666)
peak6174	STIM2 (-247395), TBC1D19 (+29530)
peak6175	ISL1 (-508650), PARP8 (+207803)
peak6176	RASGEF1B (-90492), HNRNPD (+811549)
peak6177	RHOBTB1 (-6262), TMEM26 (+502941)
peak6178	CXorf36 (+117425), KDM6A (+209965)
peak6179	TRPS1 (+30253)
peak6180	MAB21L2 (-454835), DCLK2 (+48059)
peak6181	DYNLRB2 (+64245), CDYL2 (+199350)
peak6182	CHST7 (+55202), SLC9A7 (+130186)
peak6183	SLC48A1 (+54)
peak6184	FMNL1 (-48668), HEXIM2 (+12421)
peak6185	PRDM1 (+28423), ATG5 (+211048)
peak6186	N4BP2L2 (+41902), BRCA2 (+181509)
peak6187	ZMYND11 (+246970), DIP2C (+307629)
peak6188	FARS2 (+246518), NRN1 (+496482)
peak6189	AGPS (-110033), NFE2L2 (-17480)
peak6190	DLL1 (+56172), ERMARD (+482676)
peak6191	FGGY (-328474), JUN (-184180)
peak6192	MYO1E (+51710), LDHAL6B (+114367)
peak6193	GLRX2 (+574)
peak6194	KRTAP19-8 (-157411), TIAM1 (+363090)
peak6195	PPP3CC (-63480), SLC39A14 (+10407)
peak6196	MRPS10 (-169756), TRERF1 (+64430)
peak6197	MLN (-101220), GRM4 (+240849)
peak6198	TSPEAR (-53973), UBE2G2 (+36466)
peak6199	RASGRP3 (+15369), FAM98A (+107765)
peak6200	ENSG00000259060 (-23364), OR6S1 (+8532)
peak6201	TNPO3 (-40462), ENSG00000230626 (-31142)
peak6202	ISL1 (-708583), PARP8 (+7870)
peak6203	KDR (+167178), KIT (+300493)
peak6204	EDN1 (-213549), HIVEP1 (+64476)
peak6205	IL6ST (-743174), MAP3K1 (-77407)
peak6206	CSF2RB (-26242), NCF4 (+26398)
peak6207	PDE3A (-690465), AEBP2 (+239106)
peak6208	LINGO4 (-9683), RORC (+16035)
peak6209	EZR (-168494), RSPH3 (+12260)
peak6210	SMLR1 (-338583), TMEM200A (+51706)
peak6211	SWAP70 (+128168), SBF2 (+501962)
peak6212	CYB5A (-65043), FAM69C (+100209)
peak6213	DFNA5 (-177151), OSBPL3 (+44924)
peak6214	ENPP3 (+31914), OR2A4 (+41026)
peak6215	STAT1 (+18809), GLS (+114614)
peak6216	PPM1L (+45422), B3GALNT1 (+303721)
peak6217	JARID2 (+140959), DTNBP1 (+275787)
peak6218	ARL6IP6 (-24613), FMNL2 (+358064)
peak6219	RICTOR (+16091), OSMR (+212309)
peak6220	RAD51B (+324747), ZFP36L1 (+648714)
peak6221	CABYR (-55337), LAMA3 (+394315)
peak6222	KLF14 (-297656), MKLN1 (-296143)
peak6223	AGGF1 (+1676), ZBED3 (+55262)
peak6224	MDM1 (-207005), RAP1B (-71502)
peak6225	XCL2 (+98981), TBX19 (+163976)
peak6226	FAM187B (+8020), FXYD5 (+65979)
peak6227	DNAH10 (-38527), ATP6V0A2 (+11650)
peak6228	LMAN2L (+2001), FER1L5 (+95226)
peak6229	MID1IP1 (+362348), BCOR (+933623)
peak6230	PLB1 (-65128), FOSL2 (+38085)
peak6231	ATP10A (-39942), GABRB3 (+869924)
peak6232	FOXF1 (-420345), IRF8 (+191379)
peak6233	SLC44A2 (-461)
peak6234	PGLYRP3 (-29364), PGLYRP4 (+8464)
peak6235	CCNB2 (-51294), RNF111 (+22961)
peak6236	RRH (-6609), GAR1 (+5832)
peak6237	SNCAIP (-56)
peak6238	DOCK9 (-173696), UBAC2 (-49088)
peak6239	TSSK1B (-11487), MCC (+42312)
peak6240	AEBP2 (-7612), PLEKHA5 (+302294)
peak6241	ZNF638 (-54008), PAIP2B (-50673)
peak6242	TBC1D30 (+70531), WIF1 (+226463)
peak6243	DFNA5 (-190975), OSBPL3 (+31100)
peak6244	CX3CR1 (-34585), CCR8 (-13386)
peak6245	IL3 (-33689), ACSL6 (-15178)
peak6246	NRARP (-24647), EXD3 (+96364)
peak6247	SP5 (-352252), MYO3B (+184954)
peak6248	TMEM204 (+26040), IFT140 (+52497)
peak6249	ATP2C2 (-8196), WFDC1 (+65685)
peak6250	CDCP1 (-41646), TMEM158 (+38210)
peak6251	MKLN1 (-330815), KLF14 (-262984)
peak6252	LRRC40 (+35858), LRRC7 (+409587)
peak6253	HDAC4 (+250206), TWIST2 (+302711)
peak6254	ANKRD11 (+132152), ZNF778 (+140706)
peak6255	CYP2S1 (-64969), CYP2F1 (+13648)
peak6256	ADO (-78545), ZNF365 (+352120)
peak6257	JAG1 (+70553), SLX4IP (+168251)
peak6258	TLK1 (-242438), DCAF17 (-30980)
peak6259	FNBP1L (+194406), BCAR3 (+204613)
peak6260	SETMAR (+52220), SUMF1 (+111757)
peak6261	STAC2 (-12891), FBXL20 (+162900)
peak6262	LRRC34 (+154)
peak6263	MTMR2 (-417564), MAML2 (+1321)
peak6264	TGFBR3 (+133712), CDC7 (+251459)
peak6265	DNAJC19 (+29956), FXR1 (+47515)
peak6266	CSNK1G3 (-104002), CEP120 (-18329)
peak6267	ANGEL2 (+12340), VASH2 (+51943)
peak6268	TRAF3 (-143053), RCOR1 (+41762)
peak6269	ENOSF1 (+15871), TYMS (+39069)
peak6270	AFAP1 (-177509), ABLIM2 (+41274)
peak6271	ALPK3 (-9236), ZNF592 (+58809)
peak6272	DMP1 (-35959), DSPP (+5819)
peak6273	NSMAF (-344788), TOX (+114886)
peak6274	ITPR2 (+64113), SSPN (+573589)
peak6275	SPON1 (-38425), FAR1 (+255594)
peak6276	DEPDC1B (-129601), ELOVL7 (+14627)
peak6277	FAM49B (-476932), ASAP1 (+26896)
peak6278	APH1B (-42907), RAB8B (+45178)
peak6279	CLEC3B (-41732), EXOSC7 (+8221)
peak6280	CEP170B (-37546), ZBTB42 (+26854)
peak6281	STAG1 (-34627), SLC35G2 (-32024)
peak6282	CHMP6 (-369546), RPTOR (+77027)
peak6283	HUS1B (+87593), IRF4 (+177631)
peak6284	RAB27B (-155862), DYNAP (+81178)
peak6285	TCTEX1D1 (-150698), SGIP1 (+67480)
peak6286	TM9SF3 (-110163), PIK3AP1 (+23299)
peak6287	ADAM10 (+40562), LIPC (+277618)
peak6288	SERPINB9 (-48624), SERPINB6 (+19144)
peak6289	BCL2 (+21288), PHLPP1 (+583390)
peak6290	LPGAT1 (-109170), INTS7 (+95600)
peak6291	MDFIC (+255)
peak6292	SMPDL3A (+527)
peak6293	MAP7 (-37820), MAP3K5 (+228485)
peak6294	UTRN (+177621)
peak6295	CXADR (+48416), BTG3 (+52046)
peak6296	FDX1 (+24895), ARHGAP20 (+257950)
peak6297	AHDC1 (-14926), FGR (+16719)
peak6298	SLC31A1 (-1402), FKBP15 (+1201)
peak6299	MX1 (-8979), MX2 (+49593)
peak6300	LINC00672 (+51188), PLXDC1 (+175293)
peak6301	CCDC188 (-94110), RTN4R (+23356)
peak6302	MOB3B (+742)
peak6303	INPP5F (-23315), BAG3 (+51412)
peak6304	PREP (-342000), PRDM1 (-341236)
peak6305	TOX2 (+40869), JPH2 (+231845)
peak6306	KCNMB2 (-957733), TBL1XR1 (-404489)
peak6307	CDCA7 (-203415), MAP3K20 (+75487)
peak6308	HBS1L (-93232), MYB (-33185)
peak6309	TRHR (-193585), TMEM74 (-105421)
peak6310	BICD1 (-295860), H3F3C (-19128)
peak6311	HACD4 (+105829), FOCAD (+267498)
peak6312	TNFAIP8L3 (-98683), CYP19A1 (+134651)
peak6313	FSBP (-29330), RAD54B (+38112)
peak6314	TRMT5 (-139478), TMEM30B (+161004)
peak6315	ENSG00000282218 (+23757), DCBLD1 (+67157)
peak6316	LIMD1 (-130167), LARS2 (+76131)
peak6317	DFNA5 (-185499), OSBPL3 (+36576)
peak6318	GTDC1 (+1364)
peak6319	CXCL13 (+68075), CNOT6L (+239540)
peak6320	EMCN (-637992), PPP3CA (+191395)
peak6321	FOSL2 (-490615), RBKS (-11145)
peak6322	DUSP10 (-97782), HHIPL2 (+708145)
peak6323	EXOC6B (-3302)
peak6324	MAPK11 (-5933), PLXNB2 (+31301)
peak6325	NEU3 (+12289), OR2AT4 (+96453)
peak6326	COG6 (+476884), FOXO1 (+534036)
peak6327	VCL (-80822), PLAU (+6135)
peak6328	HDDC3 (+8078), MAN2A2 (+21499)
peak6329	SP100 (-72286), SP140L (+16796)
peak6330	TAF1B (-134018), YWHAQ (-78720)
peak6331	IRF2BP2 (-262563), TOMM20 (+256848)
peak6332	ADH5 (+34110), METAP1 (+59021)
peak6333	SLC16A6 (-26482), WIPI1 (+139823)
peak6334	DTX1 (-69273), OAS2 (+10022)
peak6335	THBS1 (+48459), GPR176 (+291340)
peak6336	ERN1 (-25339), TEX2 (+107763)
peak6337	CACNG1 (+93475), HELZ (+107118)
peak6338	TMEM78 (-214431), RHOU (+300128)
peak6339	PITPNB (-477081), TTC28 (+283585)
peak6340	FTHL17 (-137273)
peak6341	SLC6A13 (-24101), KDM5A (+102517)
peak6342	VDAC2 (-89324), SAMD8 (+9889)
peak6343	ANGEL1 (-198518), IRF2BPL (+17241)
peak6344	PTER (+3958), C1QL3 (+81063)
peak6345	CD200R1L (-2403)
peak6346	FAM170B (-23393), C10orf128 (+30975)
peak6347	ENSG00000258989 (-191050), PRKCH (+16361)
peak6348	MYRIP (-138098), MOBP (+203827)
peak6349	RBM4B (-32272), SPTBN2 (+18939)
peak6350	PGPEP1L (-84963), SYNM (-14510)
peak6351	ARHGAP15 (+400053), GTDC1 (+706373)
peak6352	SCRG1 (-85860), HAND2 (+44833)
peak6353	KIT (+155987), KDR (+311684)
peak6354	KITLG (-580443), DUSP6 (+192367)
peak6355	PDK1 (-92693), ITGA6 (+35525)
peak6356	IRF2BP2 (-302403), TOMM20 (+217008)
peak6357	CD180 (+166258), MAST4 (+434180)
peak6358	RPL21 (-50630), USP12 (-28783)
peak6359	CD226 (-21857), RTTN (+227092)
peak6360	FIS1 (-55610), IFT22 (+21108)
peak6361	TNFRSF1B (-98914), TNFRSF8 (+4712)
peak6362	PDSS1 (-215320), APBB1IP (+44136)
peak6363	SPRED2 (+70268), ACTR2 (+134072)
peak6364	GALNT3 (+16660), CSRNP3 (+308375)
peak6365	C10orf105 (-6530), VSIR (+47147)
peak6366	KCNK1 (-16220), MAP3K21 (+270016)
peak6367	PEX5L (-283811), TTC14 (-281389)
peak6368	CRTAM (-114795), UBASH3B (+68030)
peak6369	MN1 (-74619), PITPNB (+43082)
peak6370	IQGAP2 (+54676), F2RL2 (+165509)
peak6371	WAPL (-121393), OPN4 (-11349)
peak6372	SYT9 (-91269), RBMXL2 (+71654)
peak6373	LRP11 (+16291), PCMT1 (+98292)
peak6374	LGR4 (+83587), BBOX1 (+348197)
peak6375	CD44 (+75808), SLC1A2 (+204260)
peak6376	PKDCC (-185)
peak6377	ATP11B (-63144)
peak6378	WNK2 (-40766), NINJ1 (-9876)
peak6379	TMEM232 (+404400), MAN2A1 (+632899)
peak6380	CDCA4 (-5029), GPR132 (+39253)
peak6381	ZFP36L2 (-310655), THADA (+58710)
peak6382	GCH1 (-97682), WDHD1 (+26543)
peak6383	MELTF (-198159), DLG1 (+70601)
peak6384	WASF3 (-175764), CDK8 (+127847)
peak6385	ATF3 (-28307), NENF (+147476)
peak6386	EQTN (-144768), IFNK (-82407)
peak6387	RIC1 (-14742), PDCD1LG2 (+103807)
peak6388	THEM5 (-14626), THEM4 (+41485)
peak6389	SVIP (-847712), LUZP2 (-819601)
peak6390	DYRK1A (+89638), KCNJ6 (+406508)
peak6391	GPAT3 (-31738), ABRAXAS1 (-18995)
peak6392	CHPT1 (-26071), MYBPC1 (+76587)
peak6393	CLDN23 (+77892), MFHAS1 (+113815)
