# GREAT version 4.0.4	Species assembly: mm10	Association rule: Single nearest gene: 1000000 bp max extension, curated regulatory domains included
peak0	Hint3 (-37397)
peak11807	Bbs4 (-34471)
peak11808	Tmem150c (-79997)
peak11809	Mc3r (+8494)
peak11810	Plekho1 (-14398)
peak11811	Nek7 (+48464)
peak11812	Cbfb (+16098)
peak11813	Nol10 (-9111)
peak11814	Atp9b (-10775)
peak11815	Arhgap5 (-69782)
peak11816	Cep192 (+15373)
peak11817	Atp10a (-157148)
peak11818	Crygs (+3797)
peak11819	Gbp2 (-29735)
peak11820	Wnt7b (-21159)
peak11821	Ass1 (+683)
peak11822	Kctd11 (-206)
peak11823	Socs2 (+1215)
peak11824	Nav2 (-46417)
peak11825	Rora (+317398)
peak11826	Slc26a9 (+16251)
peak11827	Trex1 (+7835)
peak11828	Hs1bp3 (+34809)
peak11829	Rab27a (+28629)
peak11830	Auh (+128503)
peak11831	Ptger2 (+106681)
peak11832	Slc44a1 (+6027)
peak11833	Fbxl22 (+78946)
peak11834	2810474O19Rik (-31052)
peak11835	Wdtc1 (-14323)
peak11836	Ctnna1 (+38617)
peak11837	Tmem241 (+121818)
peak11838	Slc9b2 (-9000)
peak11839	Slc28a3 (+94395)
peak11840	Raver2 (-20088)
peak11841	Zfp169 (+10795)
peak11842	Usp6nl (+14127)
peak11843	Wdr89 (+33355)
peak11844	Rab21 (-16897)
peak11845	Amz1 (+45948)
peak11846	Prkca (+71283)
peak11847	Capn2 (-63)
peak11848	Gm11639 (-18185)
peak11849	Icos (+52792)
peak11850	Med15 (+26684)
peak11851	Stn1 (+24014)
peak11852	Nfkb1 (+2364)
peak11853	Slfn2 (-44)
peak11854	Slc31a2 (+11555)
peak11855	Tor1b (-23946)
peak11856	Ncoa2 (-8755)
peak11857	Smu1 (+522)
peak11858	Armc9 (+32069)
peak11859	Abi1 (-8111)
peak11860	Olfml2b (-21429)
peak11861	Gfra2 (+620798)
peak11862	Tfec (+581988)
peak11863	Il24 (-7172)
peak11864	Usp47 (+32446)
peak11865	Sox30 (-5660)
peak11866	Las1l (-63736)
peak11867	Braf (+10860)
peak11868	S1pr3 (+72200)
peak11869	Lpp (+437832)
peak11870	Wdhd1 (+26816)
peak11871	Cyp51 (-13525)
peak11872	Sult6b1 (+7444)
peak11873	Slc7a11 (-293712)
peak11874	Selenot (+16262)
peak11875	Sp4 (+7728)
peak11876	Erlin1 (+17388)
peak11877	Fam83d (-44590)
peak11878	Arid5a (-11053)
peak11879	Pigv (-462)
peak11880	Rassf3 (+46173)
peak11881	Tex2 (+49931)
peak11882	Tldc1 (-8699)
peak11883	Ikzf2 (+28232)
peak11884	Qsox1 (-31582)
peak11885	Klf9 (+9840)
peak11886	Agpat4 (+2283)
peak11887	Zfp446 (+1645)
peak11888	Ktn1 (+214845)
peak11889	Smyd3 (+28649)
peak11890	Efr3b (-1)
peak11891	Prex1 (+34259)
peak11892	Slc30a3 (+12061)
peak11893	Gdf15 (-3377)
peak11894	Ets1 (+543166)
peak11895	Ap3b1 (+166822)
peak11896	Lekr1 (-62536)
peak11897	Ctsg (+3415)
peak11898	Topaz1 (-144109)
peak11899	2510002D24Rik (-5298)
peak11900	Sik3 (+91469)
peak11901	Vgll4 (+131505)
peak11902	Stat3 (+17977)
peak11903	Kdm7a (+34902)
peak11904	Rasa1 (+6748)
peak11905	Ctla4 (-75085)
peak11906	Slx4ip (+87998)
peak11907	Gstp1 (+3284)
peak11908	Ipmk (+51797)
peak11909	Bcam (-6)
peak11910	Ppp3ca (+13990)
peak11911	Ddx39 (+16871)
peak11912	Capn8 (-10537)
peak11913	Lonrf1 (-28325)
peak11914	Kctd11 (+189)
peak11915	Ppp1r12a (-831)
peak11916	Dapp1 (+28985)
peak11917	Rcn1 (+8495)
peak11918	Arhgap45 (+2042)
peak11919	Dhrs9 (+34846)
peak11920	Spdye4c (-175781)
peak11921	Mcl1 (+13814)
peak11922	St8sia4 (+1247)
peak11923	Khnyn (+1143)
peak11924	Bmp10 (+18522)
peak11925	Mapkapk3 (+24970)
peak11926	Cited2 (+299)
peak11927	Ugcg (+75280)
peak11928	Fmnl2 (+94001)
peak11929	Rnf20 (-4859)
peak11930	Rhof (+6629)
peak11931	Slc17a8 (+31152)
peak11932	Cited2 (-68724)
peak11933	Gpat3 (+404544)
peak11934	Smarcc1 (+30634)
peak11935	Coro1a (-21015)
peak11936	Olah (+23859)
peak11937	Kif16b (+160958)
peak11938	Eml6 (-113569)
peak11939	Edem1 (+15836)
peak11940	Trpa1 (+59706)
peak11941	Ptchd3 (-61243)
peak11942	Tmcc3 (+22402)
peak11943	Hebp1 (-7018)
peak11944	Penk (-316623)
peak11945	Dct (+456254)
peak11946	Magi1 (+101772)
peak11947	Hic1 (-1144)
peak11948	Plbd2 (+1371)
peak11949	Ifitm1 (+6338)
peak11950	Hs2st1 (+81552)
peak11951	Elmo1 (+20834)
peak11952	Mdm1 (-41107)
peak11953	Sik2 (-11560)
peak11954	Paqr3 (+45567)
peak11955	Tor1aip2 (-26193)
peak11956	Ikzf2 (+5078)
peak11957	Slx4 (-1843)
peak11958	Tmed5 (+727)
peak11959	Qprt (+8424)
peak11960	Slfn2 (+840)
peak11961	Ptgir (+2122)
peak11962	Ust (+156552)
peak11963	Adgrl2 (-377720)
peak11964	Arid5b (-8281)
peak11965	Magi1 (+563788)
peak11966	Klhl25 (-145837)
peak11967	Kansl1 (+775)
peak11968	Ets1 (+140562)
peak11969	Nup93 (+25824)
peak11970	Irx3 (-124635)
peak11971	Cacng3 (-172826)
peak11972	Adra1d (-134274)
peak11973	Rere (+70259)
peak11974	St3gal3 (+35031)
peak11975	Otud7b (-17076)
peak11976	Hibadh (+61903)
peak11977	Cdk5r1 (+19926)
peak11978	Fnip2 (+48483)
peak11979	Dab2 (-256301)
peak11980	Eprs (+13562)
peak11981	Rcor1 (+17310)
peak11982	BC106179 (-25433)
peak11983	Med13l (-80378)
peak11984	Galnt2 (+63739)
peak11985	Med13l (-62037)
peak11986	Dab2ip (+68007)
peak11987	Il1rl2 (+34434)
peak11988	Pou2f1 (-41207)
peak11989	Camk1d (+74675)
peak11990	Srp14 (+35379)
peak11991	Ablim1 (+99288)
peak11992	H2-Q6 (+921)
peak11993	Ap1s3 (-12256)
peak11994	Ube2f (-9426)
peak11995	Hspa4 (+115571)
peak11996	Emb (+10188)
peak11997	Ccrl2 (-779)
peak11998	Spdye4c (-213609)
peak11999	Psmd6 (+52831)
peak12000	Socs5 (+74459)
peak12001	Irak3 (+12223)
peak12002	Htatip2 (+3715)
peak12003	Enthd1 (+41790)
peak12004	Fignl1 (-11958)
peak12005	Slc36a1 (+32679)
peak12006	Il6 (-76815)
peak12007	Dscaml1 (+89653)
peak12008	Ercc3 (+40614)
peak12009	Nt5e (+30743)
peak12010	Zfp36l2 (+80237)
peak12011	Trim37 (+65515)
peak12012	Gsk3b (+100505)
peak12013	Scimp (-9948)
peak12014	Specc1 (+61282)
peak12015	Plcb4 (-371088)
peak12016	Hnrnpll (-26115)
peak12017	Sh3rf1 (+76657)
peak12018	Icos (+225475)
peak12019	Lipc (-8033)
peak12020	Ppm1h (+175423)
peak12021	Panx1 (-23614)
peak12022	Prss35 (+18493)
peak12023	Rrn3 (-14250)
peak12024	Extl3 (+6677)
peak12025	Uaca (+43077)
peak12026	Morc2a (-26435)
peak12027	Bin3 (+7023)
peak12028	Fasl (-16107)
peak12029	Jak2 (+18576)
peak12030	Dnaaf5 (+17046)
peak12031	Kbtbd11 (+7357)
peak12032	Gm17190 (-66402)
peak12033	Cd200r1 (+2443)
peak12034	Slc6a9 (+140)
peak12035	Ppp1cb (+29404)
peak12036	Extl3 (-8746)
peak12037	Ltbp1 (+194175)
peak12038	Spata3 (-15622)
peak12039	Palmd (-170995)
peak12040	Kcnt1 (-8025)
peak12041	Elfn2 (-2691)
peak12042	Myl7 (-10036)
peak12043	Batf (-25577)
peak12044	Plet1 (-24339)
peak12045	Fbxo11 (+665)
peak12046	Rgl2 (+311)
peak12047	Dysf (-16426)
peak12048	Gramd1b (+73485)
peak12049	Eif2b2 (+14155)
peak12050	Trmt11 (+48194)
peak12051	Kif13b (+133241)
peak12052	Phf20 (+32712)
peak12053	Tcp11l1 (+42488)
peak12054	Vac14 (+27684)
peak12055	Bach2 (-58793)
peak12056	Rpl22l1 (+563)
peak12057	Pla2g6 (-5533)
peak12058	Azin1 (-53664)
peak12059	Fkbp5 (-1247)
peak12060	Ech1 (-3870)
peak12061	Fadd (-1340)
peak12062	Bik (+1117)
peak12063	Syce2 (-566)
peak12064	Bahcc1 (+38417)
peak12065	Herc3 (+10061)
peak12066	Ddx20 (+59803)
peak12067	Tmcc2 (+444)
peak12068	Jcad (-83970)
peak12069	Setd4 (+156729)
peak12070	Cpd (-25756)
peak12071	Rplp1 (+244384)
peak12072	Dtl (+75665)
peak12073	Cyb5a (+15986)
peak12074	Gas2l3 (-21243)
peak12075	Epb41l2 (+73359)
peak12076	Prkab1 (+14368)
peak12077	Peak1 (+5173)
peak12078	Ncf2 (+17315)
peak12079	Mrps12 (+8892)
peak12080	Dhrs3 (+105357)
peak12081	Nav2 (+15179)
peak12082	Osbpl8 (+58595)
peak12083	Hdac4 (+93281)
peak12084	Cd7 (-63)
peak12085	Ccl5 (-6704)
peak12086	St6galnac3 (-39713)
peak12087	Emb (-13975)
peak12088	Gtf2a1 (+1940)
peak12089	Batf (+18132)
peak12090	Akna (+17907)
peak12091	Pou2f2 (+1631)
peak12092	Abl2 (+15218)
peak12093	Naa35 (+19377)
peak12094	Rmi1 (+53991)
peak12095	Odf3l1 (+107387)
peak12096	Nsun4 (-10162)
peak12097	Gm10260 (-143260)
peak12098	Rnf144a (+23934)
peak12099	Mitf (+209029)
peak12100	Pnrc1 (-25213)
peak12101	Ccdc32 (+33346)
peak12102	Tead3 (-302)
peak12103	Kit (+25227)
peak12104	Tcf7 (+21473)
peak12105	Pdcd4 (+7872)
peak12106	Cd80 (-44)
peak12107	Rap1b (-142282)
peak12108	Rasgrf1 (-77838)
peak12109	Pabpc1l (+15789)
peak12110	Iqgap2 (+71615)
peak12111	Cby3 (+1092)
peak12112	Zmynd11 (+4354)
peak12113	Os9 (-20657)
peak12114	Nav2 (-43556)
peak12115	Tspo (+2064)
peak12116	Klrg1 (-12585)
peak12117	Mfge8 (-41900)
peak12118	Bcar1 (+23396)
peak12119	B3galt2 (-103629)
peak12120	Csf2 (+44110)
peak12121	Cfb (+2961)
peak12122	Tgoln1 (-24357)
peak12123	Ppp4r4 (-19131)
peak12124	Saraf (+120408)
peak12125	Nfatc4 (-9310)
peak12126	Stard6 (-13671)
peak12127	Cytip (-23820)
peak12128	Msi2 (+119103)
peak12129	Mrgpre (-1327)
peak12130	Fyb (-57018)
peak12131	Enpp4 (-16093)
peak12132	Cd109 (+232610)
peak12133	1110034G24Rik (+5589)
peak12134	E130114P18Rik (-83022)
peak12135	Foxo1 (+339663)
peak12136	Dennd2c (+21541)
peak12137	Rapgef2 (-15288)
peak12138	Mmaa (+20844)
peak12139	Cnot4 (+33209)
peak12140	Cep85l (-36986)
peak12141	Stat6 (+696)
peak12142	Grb2 (+561)
peak12143	Klf6 (-57705)
peak12144	Wnt11 (-30052)
peak12145	Ccdc188 (+2155)
peak12146	Sh3bgrl3 (-23657)
peak12147	Capza2 (+15870)
peak12148	Itga2 (-3474)
peak12149	Tbl1xr1 (-162353)
peak12150	Kif3a (+18288)
peak12151	Lrr1 (-3556)
peak12152	Arap2 (+6421)
peak12153	Stk24 (+20747)
peak12154	Maml2 (-195558)
peak12155	Pik3ap1 (+52761)
peak12156	Gpr108 (-316)
peak12157	Focad (+21056)
peak12158	Chrna3 (+21830)
peak12159	Cfl2 (+22783)
peak12160	Tgfbr1 (-42191)
peak12161	Slit1 (+69057)
peak12162	Pcbd1 (-20767)
peak12163	Dusp22 (-55967)
peak12164	Trhr2 (+15152)
peak12165	Fnip2 (+8486)
peak12166	Has3 (-67296)
peak12167	Dusp10 (+47499)
peak12168	Nbas (+193374)
peak12169	Pcolce2 (+35814)
peak12170	Malsu1 (+56760)
peak12171	Tmem163 (+41490)
peak12172	Ceacam10 (-2932)
peak12173	Pik3cg (+61787)
peak12174	Elmo1 (-11107)
peak12175	Gm10964 (+20414)
peak12176	Stk39 (+146812)
peak12177	Arap1 (+14870)
peak12178	Sh3pxd2a (+12493)
peak12179	Cystm1 (-19666)
peak12180	Zfp53 (-17206)
peak12181	Tspan32 (+483)
peak12182	Aebp2 (-2712)
peak12183	Phgdh (-8862)
peak12184	Rbm38 (+36445)
peak12185	Osbpl3 (+34621)
peak12186	Psmg3 (-5450)
peak12187	Gtf2b (+5696)
peak12188	Cd37 (+9121)
peak12189	Spata13 (-109742)
peak12190	Gm26965 (+211)
peak12191	Btbd9 (+232241)
peak12192	Klf3 (-304791)
peak12193	Mzt1 (+16205)
peak12194	B4galnt4 (-2364)
peak12195	Ly6e (-21226)
peak12196	Myc (+1785)
peak12197	Magi1 (+479547)
peak12198	Cxcr2 (+1878)
peak12199	Baz2b (+48825)
peak12200	Glod4 (-69218)
peak12201	Npff (-31117)
peak12202	Prkar1a (-13447)
peak12203	Arl14ep (-16546)
peak12204	Tlk1 (-64043)
peak12205	Atp2b1 (-286971)
peak12206	Ube2e1 (+13982)
peak12207	Dusp10 (+50771)
peak12208	Bcl2l10 (-12647)
peak12209	Sp3 (+246809)
peak12210	Prkd3 (+25317)
peak12211	Anks1b (+152414)
peak12212	Limk2 (+9505)
peak12213	Zfp750 (+17089)
peak12214	Ttc27 (+125877)
peak12215	Mcf2l (+28457)
peak12216	Gsap (+26794)
peak12217	Piwil4 (+22165)
peak12218	Ccdc187 (-3923)
peak12219	Zfp956 (+13573)
peak12220	Zfp318 (+4724)
peak12221	Gch1 (+19446)
peak12222	Agfg1 (-5673)
peak12223	Jun (-144235)
peak12224	Tbc1d22a (-12968)
peak12225	Sh3bp4 (-820)
peak12226	F7 (-48560)
peak12227	Slc12a6 (+42088)
peak12228	Cdk6 (-42864)
peak12229	Gpr65 (+14579)
peak12230	Itga3 (-6306)
peak12231	Cd200r3 (+70327)
peak12232	Mapre2 (+41109)
peak12233	Slc12a3 (+11758)
peak12234	Bri3 (+21981)
peak12235	5730522E02Rik (+618360)
peak12236	Oprd1 (-806)
peak12237	Chmp1b (+5163)
peak12238	Jcad (-86354)
peak12239	Erlin2 (-9637)
peak12240	Cdk17 (+74127)
peak12241	Synpo (-19439)
peak12242	Crhr1 (-48838)
peak12243	Atl1 (-7794)
peak12244	Wdr19 (+9166)
peak12245	Nuak1 (+38497)
peak12246	BC030336 (+7257)
peak12247	Hopx (-36185)
peak12248	Erbb4 (-223735)
peak12249	Chmp7 (-11468)
peak12250	Fbxo30 (-51547)
peak12251	Stxbp5 (+99432)
peak12252	Cyp26b1 (+28927)
peak12253	Gm10974 (-31802)
peak12254	Fam13a (-4543)
peak12255	Zbtb21 (+15394)
peak12256	Akap13 (+14974)
peak12257	Pdia4 (+9789)
peak12258	Cfap74 (-352)
peak12259	2900026A02Rik (-27034)
peak12260	Gm11027 (-5211)
peak12261	Sgk1 (+26717)
peak12262	Cfap54 (+39176)
peak12263	Gpr55 (+1358)
peak12264	Kmt2d (+1699)
peak12265	Ppp1r3f (+7707)
peak12266	Nrtn (-65)
peak12267	Neurl3 (+799)
peak12268	Tmem186 (-2309)
peak12269	Mthfd1l (+28521)
peak12270	Slc27a1 (+10321)
peak12271	Adnp2 (+14716)
peak12272	Fignl1 (-16914)
peak12273	Maml2 (-98260)
peak12274	Cysltr2 (+31658)
peak12275	1700057G04Rik (+64613)
peak12276	Col15a1 (+72166)
peak12277	Nrxn3 (+925358)
peak12278	Filip1l (+25760)
peak12279	Cmc2 (+45530)
peak12280	Gpr171 (-2893)
peak12281	Trpm2 (+30158)
peak12282	Runx2 (+13670)
peak12283	Ttc27 (+124162)
peak12284	Vps8 (+87054)
peak12285	Lhx9 (+19580)
peak12286	Cul3 (-107290)
peak12287	Ccdc34 (-32765)
peak12288	Ets1 (+338250)
peak12289	Timp3 (-128886)
peak12290	Cmtr2 (+5653)
peak12291	Camk1d (+134961)
peak12292	Atg16l2 (+34413)
peak12293	Atxn10 (+10845)
peak12294	Adgrl2 (-456031)
peak12295	Calcrl (+203226)
peak12296	Tpm1 (+35751)
peak12297	Kansl1l (-22468)
peak12298	Itgb2l (+35503)
peak12299	Tango6 (+18388)
peak12300	Gpr15 (+3520)
peak12301	Primpol (+21331)
peak12302	Smarcal1 (-18459)
peak12303	Map1lc3a (+33181)
peak12304	Me3 (+31672)
peak12305	Txnrd3 (+7910)
peak12306	Kbtbd13 (+183)
peak12307	Rtn4ip1 (+41973)
peak12308	Cmip (+88521)
peak12309	Hspa1b (+8305)
peak12310	Tigd2 (-23692)
peak12311	Rheb (+20969)
peak12312	Atf6 (+5864)
peak12313	Chst12 (+12171)
peak12314	Slc26a11 (-2)
peak12315	Scd2 (-12702)
peak12316	Eya3 (+42879)
peak12317	Mns1 (+21339)
peak12318	Hdac4 (+108165)
peak12319	Mgat5 (+92391)
peak12320	Gm20390 (+5110)
peak12321	Rap1gap (-37101)
peak12322	Lpp (+372878)
peak12323	Cd247 (+1462)
peak12324	Bcr (+24993)
peak12325	Slc3a1 (-9360)
peak12326	Stk31 (+96871)
peak12327	Tmem140 (-26770)
peak12328	Nrip1 (+224110)
peak12329	Plcb4 (+32079)
peak12330	Inpp1 (+23981)
peak12331	Hacd2 (+52851)
peak12332	Tmem229b (+9657)
peak12333	Lat2 (+2640)
peak12334	Il6 (+1656)
peak12335	Rcor2 (+6196)
peak12336	St6galnac3 (+1266)
peak12337	Gm7334 (+32608)
peak12338	Cdsn (+5384)
peak12339	Otulin (+16583)
peak12340	Wdr95 (-3382)
peak12341	Slc28a3 (-43942)
peak12342	Fryl (+93931)
peak12343	Galnt3 (-59991)
peak12344	Rusc2 (-56179)
peak12345	Rwdd3 (+405536)
peak12346	Kdm7a (-71718)
peak12347	Map3k4 (+62447)
peak12348	Serbp1 (+35520)
peak12349	Rnase2b (+10391)
peak12350	A130051J06Rik (-11322)
peak12351	Ooep (-8436)
peak12352	Pdpk1 (+21922)
peak12353	Stim2 (+118198)
peak12354	Sgip1 (-185867)
peak12355	Slc11a1 (+6740)
peak12356	Stambp (+3492)
peak12357	Hivep2 (+91659)
peak12358	Gbp7 (+3091)
peak12359	Mmp25 (+3561)
peak12360	Klk8 (+696)
peak12361	Gm12830 (-157473)
peak12362	Ndst1 (-19786)
peak12363	P2ry2 (+19853)
peak12364	Ston2 (+11566)
peak12365	Son (+10317)
peak12366	Scaf11 (-87739)
peak12367	Mustn1 (-3578)
peak12368	Tubb6 (-20385)
peak12369	Cap1 (+17880)
peak12370	Ptpn1 (-114994)
peak12371	Bcor (-54702)
peak12372	Actr2 (-435)
peak12373	Prrt1 (+6308)
peak12374	Syne1 (+1609)
peak12375	Gm12830 (-156732)
peak12376	Serac1 (+4750)
peak12377	Nek6 (+3021)
peak12378	Sgms1 (+94085)
peak12379	Slc25a19 (-32239)
peak12380	Cyth3 (+19967)
peak12381	Tsc2 (+28478)
peak12382	Zbtb7c (-953)
peak12383	Ggta1 (-839)
peak12384	Cep170b (-19679)
peak12385	Aatf (+157903)
peak12386	Klf6 (-38095)
peak12387	Cdkl1 (-48802)
peak12388	Tcf7l2 (+27226)
peak12389	Cdk17 (+46485)
peak12390	Lamtor3 (+7932)
peak12391	Adgrl2 (-249057)
peak12392	Rab11a (+173365)
peak12393	Gpr153 (-20827)
peak12394	Akap6 (-36176)
peak12395	Atp2b1 (-285696)
peak12396	Elovl5 (-18491)
peak12397	Sik3 (-383)
peak12398	Cttn (-22115)
peak12399	Egr3 (+7131)
peak12400	Cysltr1 (+7620)
peak12401	Dolk (+394)
peak12402	Vwa1 (+4746)
peak12403	Selplg (-30314)
peak12404	Pik3cg (+4724)
peak12405	Lmf1 (+19989)
peak12406	Lif (+40476)
peak12407	Cog6 (+31624)
peak12408	Ptger4 (-263574)
peak12409	Gpr68 (+52485)
peak12410	Filip1 (+839)
peak12411	H2-D1 (-3515)
peak12412	Aebp2 (+1100)
peak12413	Them6 (+354)
peak12414	Zfp664 (+44291)
peak12415	Ccr1 (+28337)
peak12416	Akap7 (+100518)
peak12417	Abcc1 (-10621)
peak12418	Prelid3a (-3841)
peak12419	Stx11 (-12458)
peak12420	Atp5o (+61324)
peak12421	Add2 (+46283)
peak12422	Alkbh4 (+7472)
peak12423	Mkx (-29)
peak12424	Slc28a3 (-43273)
peak12425	Med13l (-80614)
peak12426	Nxt2 (+19321)
peak12427	Sox13 (+17461)
peak12428	Kifc3 (-81581)
peak12429	Shkbp1 (-27400)
peak12430	Zfp3 (-16137)
peak12431	Casp12 (+118708)
peak12432	Kif14 (+70445)
peak12433	Znrf3 (+46305)
peak12434	Rbms1 (+52444)
peak12435	4930503B20Rik (-6259)
peak12436	Prdx1 (-7519)
peak12437	Prdm14 (-104524)
peak12438	Lbr (-71988)
peak12439	Tmem173 (+1760)
peak12440	St6galnac3 (-41687)
peak12441	Parp11 (-119237)
peak12442	Crtc3 (+59771)
peak12443	Btg1 (-30104)
peak12444	4933428G20Rik (-32977)
peak12445	Zp1 (+4226)
peak12446	Kcng3 (-14686)
peak12447	Cc2d1b (+18123)
peak12448	Wdr24 (-4054)
peak12449	Il2ra (-19461)
peak12450	Gm8225 (-4454)
peak12451	Crlf2 (+400)
peak12452	Tmed10 (+532)
peak12453	B230219D22Rik (-558)
peak12454	1810010D01Rik (+96526)
peak12455	Agpat4 (+616)
peak12456	Zeb2 (+72708)
peak12457	Tgfb3 (+32082)
peak12458	B3galt2 (-375310)
peak12459	Olig3 (-72273)
peak12460	Tmem121 (+24863)
peak12461	Apbb2 (+87886)
peak12462	Nsmce2 (+12698)
peak12463	Mapk1ip1l (+18960)
peak12464	Cnst (+24255)
peak12465	Vopp1 (+31098)
peak12466	Tpm1 (-56693)
peak12467	Luc7l3 (+6477)
peak12468	Sae1 (+37599)
peak12469	Wdr93 (+16796)
peak12470	Alox5ap (-12264)
peak12471	Depdc1b (+479)
peak12472	Zmiz1 (+5591)
peak12473	Tox (-464395)
peak12474	Cited4 (-16645)
peak12475	Top2b (+7860)
peak12476	Plk3 (-454)
peak12477	Epb41 (+30335)
peak12478	Smg9 (-12170)
peak12479	Phlda1 (+68008)
peak12480	Fgfr1 (+4)
peak12481	Edem3 (+47814)
peak12482	Tpst2 (+20722)
peak12483	B3galt4 (+258)
peak12484	Galnt7 (+63617)
peak12485	Myo5b (+109036)
peak12486	Foxp1 (+137666)
peak12487	Mansc1 (+11512)
peak12488	Slc23a4 (+6276)
peak12489	Adgra3 (+32606)
peak12490	Csgalnact1 (+30885)
peak12491	Trpd52l3 (-918)
peak12492	Lyrm1 (+16319)
peak12493	Arl14 (-3629)
peak12494	Ankrd50 (+25129)
peak12495	Il6st (-5260)
peak12496	Stk35 (+19564)
peak12497	Plcl1 (+288504)
peak12498	Bzw1 (-33155)
peak12499	Rpl31 (-85784)
peak12500	Zc3h3 (+44791)
peak12501	Hrh2 (-18015)
peak12502	Wdsub1 (+81568)
peak12503	Pik3r5 (+3487)
peak12504	Ly6e (-24574)
peak12505	Scrt1 (+2260)
peak12506	Irak4 (+15527)
peak12507	Ccdc97 (+7114)
peak12508	Gfap (+2181)
peak12509	B4galt5 (+13938)
peak12510	Lcorl (-68458)
peak12511	Spag4 (-812)
peak12512	Tbl1xr1 (-114161)
peak12513	Gm15821 (+3666)
peak12514	Psmb7 (+22703)
peak12515	Mgat5 (+98862)
peak12516	Cyfip2 (-14013)
peak12517	Sh3kbp1 (+49085)
peak12518	Adam9 (+1886)
peak12519	Phf12 (-21714)
peak12520	Rangrf (+409)
peak12521	Mtap (-8914)
peak12522	Tefm (-3892)
peak12523	Ncapd3 (+20885)
peak12524	Rnf144a (+329133)
peak12525	Ccr5 (+24966)
peak12526	Rnf182 (-13031)
peak12527	Hmga2 (-186372)
peak12528	Metap2 (-43360)
peak12529	Susd1 (+123540)
peak12530	Agfg1 (+32431)
peak12531	Pard3 (+431303)
peak12532	Pygl (-53077)
peak12533	Adamtsl3 (-59666)
peak12534	Arhgap15 (+108122)
peak12535	Luc7l2 (-748)
peak12536	Fkbp8 (+2242)
peak12537	Mrpl4 (+869)
peak12538	Src (+23660)
peak12539	Zmynd8 (-4738)
peak12540	Tox (+198517)
peak12541	Pan3 (-11185)
peak12542	Cd44 (-78142)
peak12543	Ankdd1a (-29654)
peak12544	Tmppe (+42460)
peak12545	Ypel2 (+85331)
peak12546	Ccr4 (+28164)
peak12547	Pdlim1 (-85403)
peak12548	Aff4 (-9567)
peak12549	Dph1 (+4192)
peak12550	Snrnp35 (+23750)
peak12551	Cux1 (+145122)
peak12552	Stard6 (-37164)
peak12553	Depdc1b (+42081)
peak12554	Jak1 (-11556)
peak12555	Cox10 (+13265)
peak12556	Sdc3 (-42237)
peak12557	Rnf138 (+19075)
peak12558	Stx7 (+24122)
peak12559	Schip1 (+175229)
peak12560	Zfand3 (+92301)
peak12561	Wdr38 (-24058)
peak12562	Wdr25 (+43418)
peak12563	Tomm20 (+98115)
peak12564	Gm5134 (+23725)
peak12565	Prex1 (+11922)
peak12566	Jph4 (-30121)
peak12567	B4galnt3 (+30277)
peak12568	Rftn1 (-21268)
peak12569	Baiap2 (+33158)
peak12570	Kcnmb1 (-22962)
peak12571	Klf10 (-373)
peak12572	Map1b (+28115)
peak12573	Mreg (+38474)
peak12574	Cd274 (+17669)
peak12575	Gnaq (+21846)
peak12576	Rab18 (-64071)
peak12577	Smim15 (-117848)
peak12578	Tgfbr3 (+89208)
peak12579	Mylk (-39650)
peak12580	Il18rap (+7720)
peak12581	Btg1 (-11635)
peak12582	Ptpn2 (+18305)
peak12583	Serbp1 (+25534)
peak12584	Prdm1 (-226823)
peak12585	Cth (+40850)
peak12586	Epb41l2 (+45114)
peak12587	Slc7a7 (+19318)
peak12588	Cables1 (+115441)
peak12589	Maml2 (-192271)
peak12590	Prkd3 (+2173)
peak12591	Arhgef10l (-12616)
peak12592	Akt2 (+16777)
peak12593	Fli1 (+54706)
peak12594	Gramd4 (+22447)
peak12595	Synpo (+14480)
peak12596	Wdr49 (-17408)
peak12597	Asb14 (-15276)
peak12598	Stra6 (+71)
peak12599	Tram1 (+67985)
peak12600	Fam105a (-144715)
peak12601	B230217C12Rik (-18917)
peak12602	Dynlt1f (-7110)
peak12603	Arl14 (-39981)
peak12604	Srsf5 (-7646)
peak12605	Fam133b (-77462)
peak12606	D16Ertd472e (+44598)
peak12607	Cd300lg (-13545)
peak12608	Poll (+18693)
peak12609	1700034J05Rik (-9528)
peak12610	Cep120 (+116351)
peak12611	Trcg1 (-4868)
peak12612	Cldn1 (-12538)
peak12613	Gata3 (+304237)
peak12614	Dct (+453705)
peak12615	Bmpr2 (-23584)
peak12616	Adora2b (-43550)
peak12617	Slc2a3 (+13435)
peak12618	Egln3 (-95856)
peak12619	Lcmt1 (+27888)
peak12620	Sspn (+271195)
peak12621	Tspoap1 (-5788)
peak12622	Taf3 (+39162)
peak12623	Gpr65 (+1850)
peak12624	S100a10 (+43038)
peak12625	Tnfrsf11a (+83878)
peak12626	Paqr3 (+20981)
peak12627	Hif1a (-6547)
peak12628	Myo3b (+87813)
peak12629	Fam50b (-30407)
peak12630	Lrrc6 (-12088)
peak12631	Apobec4 (-29352)
peak12632	Xcl1 (-30773)
peak12633	Ifi47 (+10447)
peak12634	Iqgap2 (-68749)
peak12635	Ccr7 (+22375)
peak12636	Zmynd8 (-39326)
peak12637	Dio3 (+96379)
peak12638	Pgbd5 (+62942)
peak12639	Elmo1 (+281990)
peak12640	Jade2 (+20340)
peak12641	Camk2g (-1844)
